,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
9505,2023-00017414,,,,,,Injured/Sick Person,CBE
9506,2023-00017454,,,,,,DWI/DUI,Arrest
9507,2023-00017459,,,,,,Recovered Stolen Property,CBE
9508,2023-00017546,,,,,,Theft,Unfounded
9509,2023-00017560,,,,,,Injured/Sick Person,CBE
9510,2023-00017626,,,,,,Theft,Investigation Pending
9511,2023-00017676,,,,,,Theft,Investigation Pending
9512,2023-00017701,,,,,,Theft,Investigation Pending
9513,2023-00017855,,,,,,Injured/Sick Person,CBE
9514,2023-00017944,,,,,,Other Incident,Active/Pending
9515,2023-00018036,,,,,,Animal Complaint,CBE
9516,2023-00018427,,,,,,Emergency Petition,CBE
9517,2023-00018455,,,,,,Emergency Petition,CBE
9518,2023-00018458,,,,,,Other Incident,Active/Pending
9519,2023-00018480,,,,,,Accident - Departmental,CBE
9520,2023-00018616,,,,,,CDS Violation,Active/Pending
9521,2023-00018633,,,,,,Traffic Arrest,Arrest
9522,2023-00018664,,,,,,Vandalism,Arrest
9523,2023-00018823,,,,,,Hate Bias Incident,CBE
9524,2023-00018826,,,,,,Injured/Sick Person,CBE
9525,2023-00018903,,,,,,Injured/Sick Person,CBE
9526,2023-00018911,,,,,,Assault,Active/Pending
9527,2023-00018912,,,,,,DWI/DUI,Arrest
9528,2023-00018914,,,,,,Injured/Sick Person,CBE
9529,2023-00018915,,,,,,DWI/DUI,Arrest
9530,2023-00018947,,,,,,Stolen Motor Vehicle,Investigation Pending
9531,2023-00019013,,,,,,Assault,CBE
9532,2023-00019017,,,,,,Extortion,Investigation Pending
9533,2023-00019026,,,,,,Suspicious Activity,Active/Pending
9534,2023-00019125,,,,,,DWI/DUI,Arrest
9535,2023-00019242,,,,,,Emergency Petition,CBE
9536,2023-00019340,,,,,,Title IX Incident Non Criminal,CBE
9537,2023-00019349,,,,,,Theft,Arrest
9538,2023-00019404,,,,,,CDS Violation,Arrest
9539,2023-00019439,,,,,,Check on the Welfare,CBE
9540,2023-00019476,,,,,,Emergency Petition,CBE
9541,2023-00019580,,,,,,Theft,Arrest
9542,2023-00019588,,,,,,Injured/Sick Person,CBE
9543,2023-00019607,,,,,,Title IX Incident Non Criminal,CBE
9544,2023-00019678,,,,,,CDS Violation,Arrest
9545,2023-00019705,,,,,,Theft,Investigation Pending
9546,2023-00019900,,,,,,Injured/Sick Person,CBE
9547,2023-00019953,,,,,,Injured/Sick Person,CBE
9548,2023-00019958,,,,,,Suspicious Person/Auto,CBE
9549,2023-00019960,,,,,,Other Incident,CBE
9550,2023-00020002,,,,,,Other Incident,Active/Pending
9551,2023-00020070,,,,,,Warrant/Summons Service,Arrest
9552,2023-00020294,,,,,,Suspicious Activity,CBE
9553,2023-00020301,,,,,,Emergency Petition,CBE
9554,2023-00020318,,,,,,Threat Assessment,Active/Pending
9555,2023-00020425,,,,,,DWI/DUI,Arrest
9556,2023-00020622,,,,,,Emergency Petition,CBE
9557,2023-00020684,,,,,,Extortion,Investigation Pending
9558,2023-00020759,,,,,,Vandalism,Investigation Pending
9559,2023-00020767,,,,,,Hate Bias Incident,Active/Pending
9560,2023-00020772,,,,,,DWI/DUI,Arrest
9561,2023-00020788,,,,,,Pedestrian Struck,Active/Pending
9562,2023-00020810,,,,,,Assist Other Agency / Other,CBE
9563,2023-00020812,,,,,,Assault,Arrest
9564,2023-00021047,,,,,,Vandalism,Active/Pending
9565,2023-00021065,,,,,,Alcohol Violation,Arrest
9566,2023-00021100,,,,,,Hate Bias Incident,Unfounded
9567,2023-00021102,,,,,,DWI/DUI,Arrest
9568,2023-00021120,,,,,,Assist Other Agency / Other,CBE
9569,2023-00021331,,,,,,Hate Bias Incident,Active/Pending
9570,2023-00021334,,,,,,Theft,Investigation Pending
9571,2023-00021357,,,,,,Accident - Departmental,CBE
9572,2023-00021433,,,,,,DWI/DUI,Arrest
9573,2023-00021514,,,,,,Theft,Investigation Pending
9574,2023-00021519,,,,,,Other Incident,CBE
9575,2023-00021571,,,,,,Burglary,CBE
9576,2023-00021584,,,,,,Theft,Arrest
9577,2023-00021606,,,,,,Injured/Sick Person,CBE
9578,2023-00021641,,,,,,Check on the Welfare,CBE
9579,2023-00021676,,,,,,Injured/Sick Person,CBE
9580,2023-00021692,,,,,,Theft,Investigation Pending
9581,2023-00021703,,,,,,Assist Other Agency / Theft,CBE
9582,2023-00021837,,,,,,Vandalism,Investigation Pending
9583,2023-00021883,,,,,,Injured/Sick Person,CBE
9584,2023-00021889,,,,,,Injured/Sick Person,CBE
9585,2023-00021951,,,,,,CDS Violation,CBE
9586,2023-00021988,,,,,,Suspicious Activity,CBE
9587,2023-00022039,,,,,,Disorderly Conduct,Arrest
9588,2023-00022104,,,,,,Emergency Petition,CBE
9589,2023-00022117,,,,,,Extortion (Title IX Related),Active/Pending
9590,2023-00022173,,,,,,Vandalism,CBE
9591,2023-00022174,,,,,,Injured/Sick Person,CBE
9592,2023-00022231,,,,,,Assist Other Agency / Other,CBE
9593,2023-00022244,,,,,,Threat Assessment,Active/Pending
9594,2023-00022337,,,,,,Extortion,CBE
9595,2023-00022399,,,,,,Injured/Sick Person,CBE
9596,2023-00022450,,,,,,Suspicious Activity,CBE
9597,2023-00022467,,,,,,Theft,Investigation Pending
9598,2023-00022492,,,,,,Theft,Investigation Pending
9599,2023-00022537,,,,,,Injured/Sick Person,CBE
9600,2023-00022542,,,,,,Found/Recovered Property,CBE
9601,2023-00022548,,,,,,Alarm,CBE
9602,2023-00022609,,,,,,Theft,Investigation Pending
9603,2023-00022618,,,,,,Alcohol Violation,Arrest
9604,2023-00022625,,,,,,Assault,Arrest
9605,2023-00022627,,,,,,Assist Other Agency / Death Investigation,CBE
9606,2023-00022772,,,,,,Theft,Investigation Pending
9607,2023-00022792,,,,,,Emergency Petition,CBE
9608,2023-00022799,,,,,,Other Incident,CBE
9609,2023-00022903,,,,,,Injured/Sick Person,CBE
9610,2023-00022908,,,,,,Injured/Sick Person,CBE
9611,2023-00022909,,,,,,Injured/Sick Person,CBE
9612,2023-00022934,,,,,,Injured/Sick Person,CBE
9613,2023-00022935,,,,,,Theft,Investigation Pending
9614,2023-00022945,,,,,,Other Incident,CBE
9615,2023-00022946,,,,,,Theft,Investigation Pending
9616,2023-00022947,,,,,,Injured/Sick Person,CBE
9617,2023-00022965,,,,,,DWI/DUI,Arrest
9618,2023-00023008,,,,,,Injured/Sick Person,CBE
9619,2023-00023053,,,,,,Theft,Investigation Pending
9620,2023-00023109,,,,,,Vandalism,Investigation Pending
9621,2023-00023127,,,,,,Burglary,Investigation Pending
9622,2023-00023156,,,,,,Injured/Sick Person,CBE
9623,2023-00023167,,,,,,Theft,Active/Pending
9624,2023-00023191,,,,,,Injured/Sick Person,CBE
9625,2023-00023221,,,,,,Resisting Arrest,Arrest
9626,2023-00023275,,,,,,Damage to State Property,CBE
9627,2023-00023384,,,,,,Theft,Active/Pending
9628,2023-00023393,,,,,,Animal Complaint,Active/Pending
9629,2023-00023426,,,,,,Rape,CBE
9630,2023-00023472,,,,,,Assist Other Agency / Robbery,CBE
9631,2023-00023512,,,,,,Burglary,Summons Issued
9632,2023-00023634,,,,,,Theft,Arrest
9633,2023-00023667,,,,,,Burglary,Arrest
9634,2023-00023671,,,,,,Assist Other Agency / Other,CBE
9635,2023-00023782,,,,,,Assist Other Agency / Other,CBE
9636,2023-00023848,,,,,,Vandalism,Active/Pending
9637,2023-00023902,,,,,,Theft,Investigation Pending
9638,2023-00023950,,,,,,Injured/Sick Person,CBE
9639,2023-00023964,,,,,,Theft,Active/Pending
9640,2023-00023965,,,,,,Theft,Active/Pending
9641,2023-00024012,,,,,,Recovered Stolen Property,CBE
9642,2023-00024042,,,,,,Trespassing,Arrest
9643,2023-00024204,,,,,,Injured/Sick Person,CBE
9644,2023-00024272,,,,,,Peeping Tom (Title IX Related),Investigation Pending
9645,2023-00024293,,,,,,Injured/Sick Person,CBE
9646,2023-00024367,,,,,,CDS Violation,Arrest
9647,2023-00024456,,,,,,Injured/Sick Person,CBE
9648,2023-00024476,,,,,,Theft,Investigation Pending
9649,2023-00024489,,,,,,Burglary,Active/Pending
9650,2023-00024599,,,,,,Injured/Sick Person,CBE
9651,2023-00024683,,,,,,Injured/Sick Person,CBE
9652,2023-00024692,,,,,,Injured/Sick Person,CBE
9653,2023-00024709,,,,,,Traffic Arrest,Arrest
9654,2023-00024843,,,,,,Other Incident,CBE
9655,2023-00024864,,,,,,Fraud,Arrest
9656,2023-00024943,,,,,,Theft,Investigation Pending
9657,2023-00024976,,,,,,Recovered Stolen Property,CBE
9658,2023-00025052,,,,,,Injured/Sick Person,CBE
9659,2023-00025260,,,,,,Assist Other Agency / Assault,Active/Pending
9660,2023-00025506,,,,,,DWI/DUI,Arrest
9661,2023-00025680,,,,,,False Report/Statement,Arrest
9662,2023-00025684,,,,,,Injured/Sick Person,CBE
9663,2023-00025886,,,,,,Suspicious Person/Auto,CBE
9664,2023-00026430,,,,,,DWI/DUI,Arrest
9665,2023-00026488,,,,,,Emergency Petition,CBE
9666,2023-00026650,,,,,,Theft,Investigation Pending
9667,2023-00026767,,,,,,Suspicious Person/Auto,Active/Pending
9668,2023-00026879,,,,,,Injured/Sick Person,CBE
9669,2023-00026907,,,,,,Assault,Arrest
9670,2023-00027082,,,,,,Injured/Sick Person,CBE
9671,2023-00027224,,,,,,Theft,Active/Pending
9672,2023-00027263,,,,,,Trespassing,Arrest
9673,2023-00027404,,,,,,Theft,Arrest
9674,2023-00027626,,,,,,Injured/Sick Person,CBE
9675,2023-00027629,,,,,,Injured/Sick Person,CBE
9676,2023-00027711,,,,,,CDS Violation,Arrest
9677,2023-00027776,,,,,,Injured/Sick Person,CBE
9678,2023-00027850,,,,,,Suspicious Person/Auto,CBE
9679,2023-00028039,,,,,,Sex Offense (Title IX Related),Arrest
9680,2023-00028054,,,,,,Injured/Sick Person,CBE
9681,2023-00028085,,,,,,Injured/Sick Person,CBE
9682,2023-00028097,,,,,,Damage to State Property,CBE
9683,2023-00028107,,,,,,Damage to State Property,CBE
9684,2023-00028186,,,,,,Indecent Exposure,Arrest
9685,2023-00028229,,,,,,Theft,Investigation Pending
9686,2023-00028269,,,,,,Theft,Investigation Pending
9687,2023-00028368,,,,,,Theft,Active/Pending
9688,2023-00028392,,,,,,Emergency Petition,CBE
9689,2023-00028398,,,,,,Theft,Arrest
9690,2023-00028407,,,,,,Injured/Sick Person,CBE
9691,2023-00028411,,,,,,Injured/Sick Person,CBE
9692,2023-00028540,,,,,,Suspicious Person/Auto,CBE
9693,2023-00028583,,,,,,Injured/Sick Person,CBE
9694,2023-00028593,,,,,,Theft,Investigation Pending
9695,2023-00028596,,,,,,Theft,Investigation Pending
9696,2023-00028638,,,,,,DWI/DUI,Arrest
9697,2023-00028811,,,,,,Assist Other Agency / Check on the Welfare,CBE
9698,2023-00028823,,,,,,Theft,Investigation Pending
9699,2023-00028837,,,,,,Theft,Investigation Pending
9700,2023-00028839,,,,,,Theft,Investigation Pending
9701,2023-00028870,,,,,,Sex Offense (Title IX Related),Active/Pending
9702,2023-00028985,,,,,,Injured/Sick Person,CBE
9703,2023-00029101,,,,,,Injured/Sick Person,CBE
9704,2023-00029239,,,,,,Assist Other Agency / Other,CBE
9705,2023-00029276,,,,,,Injured/Sick Person,CBE
9706,2023-00029335,,,,,,Assist Other Agency / Other,CBE
9707,2023-00029575,,,,,,Injured/Sick Person,CBE
9708,2023-00029595,,,,,,Alcohol Violation,Arrest
9709,2023-00029631,,,,,,Injured/Sick Person,CBE
9710,2023-00029649,,,,,,CDS Violation,Arrest
9711,2023-00029759,,,,,,Injured/Sick Person,CBE
9712,2023-00029806,,,,,,Injured/Sick Person,CBE
9713,2023-00029882,,,,,,Theft,Investigation Pending
9714,2023-00029886,,,,,,Injured/Sick Person,CBE
9715,2023-00029908,,,,,,Theft from Auto,Active/Pending
9716,2023-00029939,,,,,,Injured/Sick Person,CBE
9717,2023-00030024,,,,,,Injured/Sick Person,CBE
9718,2023-00030075,,,,,,Assist Other Agency (Title IX Related) / Indecent Exposure,CBE
9719,2023-00030089,,,,,,Assault,CBE
9720,2023-00030274,,,,,,Theft,Active/Pending
9721,2023-00030325,,,,,,Injured/Sick Person,CBE
9722,2023-00030337,,,,,,DWI/DUI,Arrest
9723,2023-00030351,,,,,,DWI/DUI,Arrest
9724,2023-00030431,,,,,,Vandalism,Investigation Pending
9725,2023-00030597,,,,,,Indecent Exposure,CBE
9726,2023-00030612,,,,,,Emergency Petition,CBE
9727,2023-00030716,,,,,,Warrant/Summons Service,Arrest
9728,2023-00030874,,,,,,Assist Other Agency / Assault,CBE
9729,2023-00030930,,,,,,Injured/Sick Person,CBE
9730,2023-00030937,,,,,,Assist Other Agency / Other,CBE
9731,2023-00031136,,,,,,Other Incident (Title IX Related),Active/Pending
9732,2023-00031147,,,,,,Theft,Investigation Pending
9733,2023-00031149,,,,,,Extortion,Active/Pending
9734,2023-00031215,,,,,,Burglary,Arrest
9735,2023-00031474,,,,,,Theft,Investigation Pending
9736,2023-00031476,,,,,,Check on the Welfare,CBE
9737,2023-00031483,,,,,,Damaged Property,Active/Pending
9738,2023-00031515,,,,,,Injured/Sick Person,CBE
9739,2023-00031583,,,,,,Alcohol Violation,Arrest
9740,2023-00031589,,,,,,Suspicious Activity,CBE
9741,2023-00031598,,,,,,Disorderly Conduct,CBE
9742,2023-00031760,,,,,,Extortion (Title IX Related),Active/Pending
9743,2023-00031915,,,,,,Theft,Arrest
9744,2023-00031920,,,,,,Resisting Arrest,Arrest
9745,2023-00031951,,,,,,Injured/Sick Person,CBE
9746,2023-00031957,,,,,,Injured/Sick Person,CBE
9747,2023-00031975,,,,,,Suspicious Activity,CBE
9748,2023-00032186,,,,,,Theft,Active/Pending
9749,2023-00032191,,,,,,Fire,CBE
9750,2023-00032421,,,,,,Assault,CBE
9751,2023-00032500,,,,,,Theft,Investigation Pending
9752,2023-00032512,,,,,,CDS Violation,CBE
9753,2023-00032537,,,,,,Recovered Stolen Property,Arrest
9754,2023-00032783,,,,,,Injured/Sick Person,CBE
9755,2023-00032869,,,,,,Fraud,Active/Pending
9756,2023-00032874,,,,,,Theft,Active/Pending
9757,2023-00032878,,,,,,Emergency Petition,CBE
9758,2023-00032880,,,,,,Theft,Active/Pending
9759,2023-00032881,,,,,,Theft,Active/Pending
9760,2023-00032882,,,,,,Warrant/Summons Service,Arrest
9761,2023-00033184,,,,,,Damage to State Property,CBE
9762,2023-00033210,,,,,,Theft,Active/Pending
9763,2023-00033246,,,,,,Title IX Incident Non Criminal,CBE
9764,2023-00033297,,,,,,Emergency Petition,CBE
9765,2023-00033416,,,,,,Assist Other Agency / Burglary,CBE
9766,2023-00033432,,,,,,Theft,Investigation Pending
9767,2023-00033456,,,,,,Injured/Sick Person,CBE
9768,2023-00033480,,,,,,Other Incident,CBE
9769,2023-00033490,,,,,,Police Information,Active/Pending
9770,2023-00033497,,,,,,Theft,Investigation Pending
9771,2023-00033561,,,,,,Theft,Investigation Pending
9772,2023-00033563,,,,,,Traffic Offense,Active/Pending
9773,2023-00033566,,,,,,Injured/Sick Person,CBE
9774,2023-00033785,,,,,,Injured/Sick Person,CBE
9775,2023-00033820,,,,,,Assist Other Agency (Title IX Related) / Rape,CBE
9776,2023-00033833,,,,,,Injured Officer,CBE
9777,2023-00033874,,,,,,Theft,Investigation Pending
9778,2023-00033887,,,,,,Injured/Sick Person,CBE
9779,2023-00033890,,,,,,Injured/Sick Person,CBE
9780,2023-00033892,,,,,,Vandalism,Active/Pending
9781,2023-00034102,,,,,,Hate Bias Incident,Active/Pending
9782,2023-00034109,,,,,,Theft,Investigation Pending
9783,2023-00034131,,,,,,Title IX Incident Non Criminal,CBE
9784,2023-00034138,,,,,,Emergency Petition,CBE
9785,2023-00034139,,,,,,Theft,Investigation Pending
9786,2023-00034157,,,,,,Theft,Investigation Pending
9787,2023-00034351,,,,,,Injured/Sick Person,CBE
9788,2023-00034505,,,,,,Assist Other Agency / Check on the Welfare,CBE
9789,2023-00034509,,,,,,Theft,Active/Pending
9790,2023-00034672,,,,,,Injured/Sick Person,CBE
9791,2023-00034696,,,,,,Other Incident,Active/Pending
9792,2023-00034756,,,,,,Fraud,Active/Pending
9793,2023-00034762,,,,,,Assist Other Agency / Death Investigation,CBE
9794,2023-00034769,,,,,,Injured/Sick Person,CBE
9795,2023-00034790,,,,,,Extortion (Title IX Related),Active/Pending
9796,2023-00034804,,,,,,DWI/DUI,Arrest
9797,2023-00034805,,,,,,Assist Other Agency / Vandalism,CBE
9798,2023-00034918,,,,,,Injured/Sick Person,CBE
9799,2023-00034968,,,,,,Hazardous Condition,CBE
9800,2023-00034973,,,,,,Theft,Investigation Pending
9801,2023-00035096,,,,,,Assist Other Agency / Carjacking,CBE
9802,2023-00035177,,,,,,Injured Officer,CBE
9803,2023-00035187,,,,,,Hate Bias Incident,Active/Pending
9804,2023-00035201,,,,,,Injured/Sick Person,CBE
9805,2023-00035212,,,,,,Assist Other Agency / Weapon Violation,CBE
9806,2023-00035219,,,,,,Accident,CBE
9807,2023-00035220,,,,,,Emergency Petition,CBE
9808,2023-00035223,,,,,,Accident - Departmental,CBE
9809,2023-00035234,,,,,,Injured/Sick Person,CBE
9810,2023-00035241,,,,,,Stolen Motor Vehicle,Active/Pending
9811,2023-00035482,,,,,,Threat Assessment,Active/Pending
9812,2023-00035489,,,,,,Injured/Sick Person,CBE
9813,2023-00035493,,,,,,Stolen Motor Vehicle,Investigation Pending
9814,2023-00035495,,,,,,Fraud,Active/Pending
9815,2023-00035506,,,,,,Assist Other Agency / Rape,CBE
9816,2023-00035517,,,,,,Assist Other Agency / Rape,CBE
9817,2023-00035724,,,,,,Injured/Sick Person,CBE
9818,2023-00035820,,,,,,Other Incident,CBE
9819,2023-00035868,,,,,,Theft,Unfounded
9820,2023-00035870,,,,,,Suspicious Activity,Unfounded
9821,2023-00035895,,,,,,Alcohol Violation,Arrest
9822,2023-00035975,,,,,,Injured/Sick Person,CBE
9823,2023-00036006,,,,,,Injured/Sick Person,CBE
9824,2023-00036156,,,,,,Theft,Investigation Pending
9825,2023-00036194,,,,,,Hate Bias Incident,Active/Pending
9826,2023-00036307,,,,,,Theft,Active/Pending
9827,2023-00036358,,,,,,Injured/Sick Person,CBE
9828,2023-00036366,,,,,,Trespassing,Arrest
9829,2023-00036409,,,,,,DWI/DUI,Arrest
9830,2023-00036419,,,,,,Emergency Petition,CBE
9831,2023-00036483,,,,,,Damage to State Property,Active/Pending
9832,2023-00036499,,,,,,Theft,Arrest
9833,2023-00036632,,,,,,Vandalism,Investigation Pending
9834,2023-00036640,,,,,,Disorderly Conduct,Arrest
9835,2023-00036667,,,,,,DWI/DUI,Arrest
9836,2023-00036682,,,,,,DWI/DUI,Arrest
9837,2023-00036725,,,,,,Vandalism,Active/Pending
9838,2023-00036727,,,,,,Assist Other Agency / Trespassing,CBE
9839,2023-00036731,,,,,,Theft,Active/Pending
9840,2023-00036740,,,,,,Theft,Investigation Pending
9841,2023-00036747,,,,,,Other Incident,Active/Pending
9842,2023-00036830,,,,,,Theft from Auto,Investigation Pending
9843,2023-00037025,,,,,,Assist Other Agency / Other,CBE
9844,2023-00037077,,,,,,Theft,Investigation Pending
9845,2023-00037169,,,,,,Accident - Departmental,Active/Pending
9846,2023-00037372,,,,,,Injured Officer,Active/Pending
9847,2023-00037412,,,,,,Other Incident,Active/Pending
9848,2023-00037532,,,,,,Assist Other Agency / Burglary,CBE
9849,2023-00037631,,,,,,Vandalism,Arrest
9850,2023-00037689,,,,,,Vandalism,Active/Pending
9851,2023-00037759,,,,,,Emergency Petition,CBE
9852,2023-00037796,,,,,,Vandalism,Active/Pending
9853,2023-00037975,,,,,,Injured/Sick Person,CBE
9854,2023-00038119,,,,,,Assault,Arrest
9855,2023-00038168,,,,,,Theft,Unfounded
9856,2023-00038195,,,,,,Injured/Sick Person,CBE
9857,2023-00038241,,,,,,Injured/Sick Person,CBE
9858,2023-00038333,,,,,,Other Incident,Active/Pending
9859,2023-00038365,,,,,,Emergency Petition,CBE
9860,2023-00038441,,,,,,Injured/Sick Person,CBE
9861,2023-00038560,,,,,,Theft,Active/Pending
9862,2023-00038579,,,,,,DWI/DUI,Arrest
9863,2023-00038619,,,,,,Hate Bias Incident,Active/Pending
9864,2023-00038629,,,,,,Vandalism,Active/Pending
9865,2023-00038630,,,,,,Injured/Sick Person,CBE
9866,2023-00038632,,,,,,Injured/Sick Person,CBE
9867,2023-00038635,,,,,,Recovered Stolen Motor Vehicle,Arrest
9868,2023-00038662,,,,,,Other Incident,CBE
9869,2023-00038663,,,,,,Injured/Sick Person,CBE
9870,2023-00038666,,,,,,Injured/Sick Person,CBE
9871,2023-00038780,,,,,,Traffic Offense,Warrant Issued
9872,2023-00038782,,,,,,Vandalism,Arrest
9873,2023-00038937,,,,,,Theft,Active/Pending
9874,2023-00038973,,,,,,Emergency Petition,CBE
9875,2023-00041237,,,,,,CDS Violation,Arrest
9876,2023-00039073,,,,,,Weapon Violation,Arrest
9877,2023-00039191,,,,,,Suspicious Person/Auto,Arrest
9878,2023-00039194,,,,,,Theft,Active/Pending
9879,2023-00039219,,,,,,Assist Other Agency / Assault,CBE
9880,2023-00039253,,,,,,Suspicious Activity,Active/Pending
9881,2023-00039256,,,,,,Suspicious Activity,Active/Pending
9882,2023-00039270,,,,,,Accident - Departmental,CBE
9883,2023-00039422,,,,,,Trespassing,Arrest
9884,2023-00039452,,,,,,Emergency Petition,CBE
9885,2023-00039480,,,,,,Burglary,Arrest
9886,2023-00039503,,,,,,Other Incident,CBE
9887,2023-00039520,,,,,,Emergency Petition,CBE
9888,2023-00039525,,,,,,Trespassing,CBE
9889,2023-00039535,,,,,,Hate Bias Incident,Active/Pending
9890,2023-00039679,,,,,,Fire,CBE
9891,2023-00039684,,,,,,Vandalism,Active/Pending
9892,2023-00039720,,,,,,Assist Other Agency / Domestic,CBE
9893,2023-00039731,,,,,,Theft,Investigation Pending
9894,2023-00039735,,,,,,Theft,Investigation Pending
9895,2023-00039752,,,,,,Theft,Investigation Pending
9896,2023-00039770,,,,,,Stolen Motor Vehicle,Arrest
9897,2023-00039780,,,,,,Emergency Petition,CBE
9898,2023-00039814,,,,,,Warrant/Summons Service,Arrest
9899,2023-00039818,,,,,,Emergency Petition,CBE
9900,2023-00039824,,,,,,Injured/Sick Person,CBE
9901,2023-00039835,,,,,,Suspicious Activity,Arrest
9902,2023-00039841,,,,,,CDS Violation,CBE
9903,2023-00040019,,,,,,Fraud,Active/Pending
9904,2023-00040031,,,,,,Other Incident,Active/Pending
9905,2023-00040038,,,,,,Assist Other Agency / Hate Bias Incident,CBE
9906,2023-00040057,,,,,,Emergency Petition,CBE
9907,2023-00040088,,,,,,Damaged Property,CBE
9908,2023-00040142,,,,,,Vandalism,Arrest
9909,2023-00040323,,,,,,Theft,Investigation Pending
9910,2023-00040379,,,,,,Theft,Investigation Pending
9911,2023-00040395,,,,,,Other Incident,Active/Pending
9912,2023-00040433,,,,,,Vandalism,Investigation Pending
9913,2023-00040487,,,,,,Injured/Sick Person,CBE
9914,2023-00040493,,,,,,Theft,Active/Pending
9915,2023-00040540,,,,,,Theft,Active/Pending
9916,2023-00040548,,,,,,Theft,Active/Pending
9917,2023-00040581,,,,,,Injured/Sick Person,CBE
9918,2023-00040583,,,,,,DWI/DUI,Arrest
9919,2023-00040584,,,,,,DWI/DUI,Arrest
9920,2023-00040590,,,,,,Injured/Sick Person,CBE
9921,2023-00040651,,,,,,Injured/Sick Person,CBE
9922,2023-00040747,,,,,,Assist Other Agency / Theft,CBE
9923,2023-00040772,,,,,,Vandalism,Active/Pending
9924,2023-00040776,,,,,,Injured/Sick Person,CBE
9925,2023-00040782,,,,,,Injured/Sick Person,CBE
9926,2023-00040800,,,,,,Disorderly Conduct,Arrest
9927,2023-00040856,,,,,,Assault,Arrest
9928,2023-00040931,,,,,,Theft,Investigation Pending
9929,2023-00040941,,,,,,Traffic Offense,Active/Pending
9930,2023-00040984,,,,,,Theft,Active/Pending
9931,2023-00041034,,,,,,Vandalism,Active/Pending
9932,2023-00041126,,,,,,DWI/DUI,Arrest
9933,2023-00041137,,,,,,Other Incident,CBE
9934,2023-00041151,,,,,,Theft,Active/Pending
9935,2023-00041163,,,,,,Theft,Active/Pending
9936,2023-00041190,,,,,,Theft,Active/Pending
9937,2023-00041244,,,,,,Other Incident,Active/Pending
9938,2023-00041276,,,,,,Theft,Investigation Pending
9939,2023-00041382,,,,,,Injured/Sick Person,CBE
9940,2023-00041385,,,,,,Other Incident,CBE
9941,2023-00041408,,,,,,Theft,Investigation Pending
9942,2023-00041474,,,,,,Assist Other Agency / Other,Active/Pending
9943,2023-00041488,,,,,,Injured/Sick Person,CBE
9944,2023-00041502,,,,,,Damaged Property,Active/Pending
9945,2023-00041570,,,,,,Assault,Arrest
9946,2023-00041574,,,,,,Theft,Investigation Pending
9947,2023-00041576,,,,,,Injured/Sick Person,CBE
9948,2023-00041786,,,,,,Other Incident,Active/Pending
9949,2023-00041838,,,,,,Hazardous Condition,CBE
9950,2023-00042057,,,,,,Theft,Investigation Pending
9951,2023-00042063,,,,,,Harassment/Stalking,Active/Pending
9952,2023-00042111,,,,,,Injured/Sick Person,CBE
9953,2023-00042231,,,,,,DWI/DUI,Arrest
9954,2023-00042235,,,,,,DWI/DUI,Arrest
9955,2023-00042314,,,,,,Damage to State Property,CBE
9956,2023-00042358,,,,,,Theft,Arrest
9957,2023-00042370,,,,,,Other Incident,CBE
9958,2023-00042380,,,,,,Injured/Sick Person,CBE
9959,2023-00042383,,,,,,Injured/Sick Person,CBE
9960,2023-00042384,,,,,,Theft,Active/Pending
9961,2023-00042386,,,,,,Dept Property Damage/Loss,CBE
9962,2023-00042394,,,,,,Theft,Active/Pending
9963,2023-00042498,,,,,,Theft,Unfounded
9964,2023-00042546,,,,,,DWI/DUI,Arrest
9965,2023-00042568,,,,,,Injured/Sick Person,CBE
9966,2023-00042594,,,,,,DWI/DUI,Arrest
9967,2023-00042688,,,,,,Theft,Investigation Pending
9968,2023-00042702,,,,,,Theft,Unfounded
9969,2023-00042811,,,,,,Theft,Investigation Pending
9970,2023-00042907,,,,,,DWI/DUI,Arrest
9971,2023-00042916,,,,,,Vandalism,Arrest
9972,2023-00043040,,,,,,Vandalism,Active/Pending
9973,2023-00043048,,,,,,Injured/Sick Person,CBE
9974,2023-00043183,,,,,,Vandalism,Active/Pending
9975,2023-00043210,,,,,,Injured/Sick Person,CBE
9976,2023-00043300,,,,,,Injured/Sick Person,CBE
9977,2023-00043304,,,,,,Injured/Sick Person,CBE
9978,2023-00043405,,,,,,Injured/Sick Person,CBE
9979,2023-00043490,,,,,,Assist Other Agency / Suspicous Person/Auto,Active/Pending
9980,2023-00043496,,,,,,Theft,Active/Pending
9981,2023-00043546,,,,,,Theft,Active/Pending
9982,2023-00043591,,,,,,DWI/DUI,Arrest
9983,2023-00043605,,,,,,Vandalism,Investigation Pending
9984,2023-00043702,,,,,,Theft,Investigation Pending
9985,2023-00043730,,,,,,Injured/Sick Person,CBE
9986,2023-00043737,,,,,,Accident - Departmental,CBE
9987,2023-00043739,,,,,,Assault,CBE
9988,2023-00043740,,,,,,Theft,Arrest
9989,2023-00043746,,,,,,Assault,CBE
9990,2023-00043747,,,,,,Vandalism,Active/Pending
9991,2023-00043751,,,,,,Recovered Stolen Property,CBE
9992,2023-00043845,,,,,,Resisting Arrest,Arrest
9993,2023-00043847,,,,,,Injured/Sick Person,CBE
9994,2023-00043993,,,,,,Theft,Active/Pending
9995,2023-00044017,,,,,,Theft,Active/Pending
9996,2023-00044158,,,,,,Theft,Arrest
